epoch	time	train_nll	train_acc	valid_nll	valid_acc	test_nll	test_acc
362	15126	1.6531	0.80702	0.0000	0.00000	1.6044	0.85560
363	15168	1.6539	0.80614	0.0000	0.00000	1.6068	0.85290
364	15210	1.6520	0.80850	0.0000	0.00000	1.6082	0.85190
365	15251	1.6518	0.80874	0.0000	0.00000	1.6104	0.85020
366	15293	1.6516	0.80884	0.0000	0.00000	1.6115	0.84850
367	15335	1.6526	0.80750	0.0000	0.00000	1.6133	0.84710
368	15377	1.6548	0.80544	0.0000	0.00000	1.6061	0.85430
369	15418	1.6523	0.80790	0.0000	0.00000	1.6078	0.85290
370	15460	1.6526	0.80744	0.0000	0.00000	1.6083	0.85240
371	15502	1.6476	0.81282	0.0000	0.00000	1.6033	0.85770
372	15544	1.6463	0.81388	0.0000	0.00000	1.6040	0.85650
373	15585	1.6507	0.80954	0.0000	0.00000	1.6069	0.85360
374	15627	1.6481	0.81252	0.0000	0.00000	1.6097	0.85110
375	15669	1.6487	0.81152	0.0000	0.00000	1.6099	0.85090
376	15711	1.6497	0.81086	0.0000	0.00000	1.6127	0.84830
377	15752	1.6494	0.81064	0.0000	0.00000	1.6081	0.85260
378	15794	1.6510	0.80916	0.0000	0.00000	1.6053	0.85530
379	15836	1.6496	0.81078	0.0000	0.00000	1.6129	0.84670
380	15877	1.6503	0.81046	0.0000	0.00000	1.6078	0.85230
381	15919	1.6474	0.81298	0.0000	0.00000	1.6093	0.85130
382	15961	1.6495	0.81106	0.0000	0.00000	1.6087	0.85130
383	16003	1.6513	0.80906	0.0000	0.00000	1.6093	0.85180
384	16044	1.6483	0.81190	0.0000	0.00000	1.6125	0.84830
385	16086	1.6500	0.81012	0.0000	0.00000	1.6085	0.85230
386	16128	1.6508	0.80958	0.0000	0.00000	1.6080	0.85250
387	16169	1.6461	0.81388	0.0000	0.00000	1.6050	0.85550
388	16211	1.6507	0.80976	0.0000	0.00000	1.6070	0.85360
389	16253	1.6476	0.81296	0.0000	0.00000	1.6052	0.85620
